Table 1
Category,OED Code,AIR code,Name,Description,Code Range,Broad Category,,,,
Construction,5452,205,"Pavements, Highways","Concrete, asphalt, or gravel highways.",5450 - 5499,Pavements,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5452, 'Pavements, Highways', 'Concrete, asphalt, or gravel highways.', '5450 - 5499', 'Pavements', '205')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5452, 'Pavements, Highways', 'Concrete, asphalt, or gravel highways.', '5450 - 5499', 'Pavements')",,
Construction,5453,206,"Pavements, Runways",Concrete or asphalt airport runways.,5450 - 5499,Pavements,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5453, 'Pavements, Runways', 'Concrete or asphalt airport runways.', '5450 - 5499', 'Pavements', '206')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5453, 'Pavements, Runways', 'Concrete or asphalt airport runways.', '5450 - 5499', 'Pavements')",,
Construction,5501,211,"Dams, Concrete dams",Poured in place reinforced concrete dams.,5500 - 5549,Dams,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5501, 'Dams, Concrete dams', 'Poured in place reinforced concrete dams.', '5500 - 5549', 'Dams', '211')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5501, 'Dams, Concrete dams', 'Poured in place reinforced concrete dams.', '5500 - 5549', 'Dams')",,
Construction,5502,212,"Dams, Earthfill dams",Dams constructed from earth.,5500 - 5549,Dams,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5502, 'Dams, Earthfill dams', 'Dams constructed from earth.', '5500 - 5549', 'Dams', '212')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5502, 'Dams, Earthfill dams', 'Dams constructed from earth.', '5500 - 5549', 'Dams')",,
Construction,5550,2150,"Tunnels, Unknown Tunnel","Lined or unlined tunnels with unknown material and unknown method of construction, or other tunnels that cannot be mapped to any of the other tunnel construction class codes.",5550 - 5599,Tunnels,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5550, 'Tunnels, Unknown Tunnel', 'Lined or unlined tunnels with unknown material and unknown method of construction, or other tunnels that cannot be mapped to any of the other tunnel construction class codes.', '5550 - 5599', 'Tunnels', '2150')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5550, 'Tunnels, Unknown Tunnel', 'Lined or unlined tunnels with unknown material and unknown method of construction, or other tunnels that cannot be mapped to any of the other tunnel construction class codes.', '5550 - 5599', 'Tunnels')",,
Construction,5551,213; 2131,"Tunnels, Alluvium tunnels",Tunnels that were drilled through unconsolidated sedimentary deposits and then typically lined with concrete.,5550 - 5599,Tunnels,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5551, 'Tunnels, Alluvium tunnels', 'Tunnels that were drilled through unconsolidated sedimentary deposits and then typically lined with concrete.', '5550 - 5599', 'Tunnels', '213; 2131')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5551, 'Tunnels, Alluvium tunnels', 'Tunnels that were drilled through unconsolidated sedimentary deposits and then typically lined with concrete.', '5550 - 5599', 'Tunnels')",,
Construction,5552,214; 2141,"Tunnels, Rock tunnels",Rock tunnels are lined or unlined tunnels that were drilled through rock.,5550 - 5599,Tunnels,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5552, 'Tunnels, Rock tunnels', 'Rock tunnels are lined or unlined tunnels that were drilled through rock.', '5550 - 5599', 'Tunnels', '214; 2141')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5552, 'Tunnels, Rock tunnels', 'Rock tunnels are lined or unlined tunnels that were drilled through rock.', '5550 - 5599', 'Tunnels')",,
Construction,5553,215,"Tunnels, Cut and cover tunnels","Tunnels that were constructed by cutting a trench, installing a liner, and then covering the liner with earth.",5550 - 5599,Tunnels,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5553, 'Tunnels, Cut and cover tunnels', 'Tunnels that were constructed by cutting a trench, installing a liner, and then covering the liner with earth.', '5550 - 5599', 'Tunnels', '215')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5553, 'Tunnels, Cut and cover tunnels', 'Tunnels that were constructed by cutting a trench, installing a liner, and then covering the liner with earth.', '5550 - 5599', 'Tunnels')",,
Construction,5554,2151,"Tunnels, Rock Cut and Cover Tunnels",Lined or unlined rock tunnels constructed after excavating a trench and roofing over with an overhead support system.,5550 - 5599,Tunnels,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5554, 'Tunnels, Rock Cut and Cover Tunnels', 'Lined or unlined rock tunnels constructed after excavating a trench and roofing over with an overhead support system.', '5550 - 5599', 'Tunnels', '2151')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5554, 'Tunnels, Rock Cut and Cover Tunnels', 'Lined or unlined rock tunnels constructed after excavating a trench and roofing over with an overhead support system.', '5550 - 5599', 'Tunnels')",,
Construction,5555,2152,"Tunnels, Alluvial Cut and Cover Tunnels",Lined or unlined alluvium tunnels constructed after excavating a trench and roofing over with an overhead support system.,5550 - 5599,Tunnels,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5555, 'Tunnels, Alluvial Cut and Cover Tunnels', 'Lined or unlined alluvium tunnels constructed after excavating a trench and roofing over with an overhead support system.', '5550 - 5599', 'Tunnels', '2152')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5555, 'Tunnels, Alluvial Cut and Cover Tunnels', 'Lined or unlined alluvium tunnels constructed after excavating a trench and roofing over with an overhead support system.', '5550 - 5599', 'Tunnels')",,
Construction,5556,2132,"Tunnels, Alluvial Bored Tunnels",Lined or unlined tunnels constructed through alluvium soil using a boring machine.,5550 - 5599,Tunnels,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5556, 'Tunnels, Alluvial Bored Tunnels', 'Lined or unlined tunnels constructed through alluvium soil using a boring machine.', '5550 - 5599', 'Tunnels', '2132')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5556, 'Tunnels, Alluvial Bored Tunnels', 'Lined or unlined tunnels constructed through alluvium soil using a boring machine.', '5550 - 5599', 'Tunnels')",,
Construction,5557,2142,"Tunnels, Rock Bored Tunnels",Lined or unlined tunnels drilled through rock using a boring machine.,5550 - 5599,Tunnels,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5557, 'Tunnels, Rock Bored Tunnels', 'Lined or unlined tunnels drilled through rock using a boring machine.', '5550 - 5599', 'Tunnels', '2142')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5557, 'Tunnels, Rock Bored Tunnels', 'Lined or unlined tunnels drilled through rock using a boring machine.', '5550 - 5599', 'Tunnels')",,
Construction,5600,2210,"Tanks, Unknown Tanks","Storage tanks with an unknown material, unknown location, and unknown contents, or other unknowns that cannot be mapped to any of the other storage tank construction class codes.",5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5600, 'Tanks, Unknown Tanks', 'Storage tanks with an unknown material, unknown location, and unknown contents, or other unknowns that cannot be mapped to any of the other storage tank construction class codes.', '5600 - 5649', 'Tanks', '2210')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5600, 'Tanks, Unknown Tanks', 'Storage tanks with an unknown material, unknown location, and unknown contents, or other unknowns that cannot be mapped to any of the other storage tank construction class codes.', '5600 - 5649', 'Tanks')",,
